ticket_id,employee_name,issue_description,status,exact_error_code,created_at,priority,resolution_notes,system
TKT-385302,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Closed,Bug Report,2022-02-25,P2,Security settings updated and customer notified of precautionary measures.,
TKT-233839,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,In Progress,Feature Request,2023-07-23,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-252781,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Pending Customer,Feature Request,2024-06-12,P4,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-361294,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Open,Security Concern,2024-05-08,P1,Data synchronization restored after backend service restart.,
TKT-321245,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Resolved,Account Suspension,2024-02-19,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-243737,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Closed,Feature Request,2022-07-04,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-341313,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Closed,Account Suspension,2024-05-21,P2,The issue was escalated to engineering and resolved in the latest patch.,
TKT-322530,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Pending Customer,Payment Problem,2023-03-07,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-347697,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Open,Data Sync Issue,2024-09-15,P4,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-329029,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Open,Bug Report,2023-02-02,P1,Bug logged internally and workaround shared with the customer.,
TKT-224357,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Open,Account Suspension,2023-06-25,P2,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-359378,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,In Progress,Feature Request,2023-03-23,P2,Bug logged internally and workaround shared with the customer.,
TKT-342052,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Pending Customer,Security Concern,2022-03-11,P2,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-256900,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,In Progress,Data Sync Issue,2022-05-15,P3,Bug logged internally and workaround shared with the customer.,
TKT-211674,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,In Progress,Bug Report,2022-05-30,P1,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-214543,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Resolved,Refund Request,2024-02-10,P1,Data synchronization restored after backend service restart.,
TKT-244128,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Open,Subscription Cancellation,2023-07-07,P3,We have reset the account credentials and advised the customer to retry login.,
TKT-233363,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Resolved,Account Suspension,2024-11-08,P2,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-285451,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Pending Customer,Security Concern,2022-03-29,P1,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-372703,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Closed,Data Sync Issue,2022-01-29,P3,The issue was escalated to engineering and resolved in the latest patch.,
TKT-212409,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Closed,Performance Issue,2024-03-06,P4,Subscription status corrected and confirmation email sent to customer.,
TKT-382954,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Closed,Subscription Cancellation,2022-04-05,P4,Bug logged internally and workaround shared with the customer.,
TKT-307682,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Open,Subscription Cancellation,2023-12-13,P4,Subscription status corrected and confirmation email sent to customer.,
TKT-352039,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,In Progress,Refund Request,2024-01-12,P3,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-392056,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Pending Customer,Data Sync Issue,2023-01-03,P1,Security settings updated and customer notified of precautionary measures.,
TKT-369962,[REDACTED_PERSON],The system is not syncing data across devices properly.,In Progress,Performance Issue,2022-11-18,P4,Security settings updated and customer notified of precautionary measures.,
TKT-313761,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Resolved,Feature Request,2023-04-19,P2,Security settings updated and customer notified of precautionary measures.,
TKT-262580,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Closed,Performance Issue,2023-09-18,P1,Bug logged internally and workaround shared with the customer.,
TKT-320596,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Pending Customer,Subscription Cancellation,2023-10-05,P2,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-202003,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Open,Refund Request,2024-03-23,P3,The issue was escalated to engineering and resolved in the latest patch.,
TKT-267775,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Open,Payment Problem,2023-10-23,P2,Security settings updated and customer notified of precautionary measures.,
TKT-300678,[REDACTED_PERSON],The system is not syncing data across devices properly.,Open,Payment Problem,2024-12-26,P3,Security settings updated and customer notified of precautionary measures.,
TKT-341970,[REDACTED_PERSON],The system is not syncing data across devices properly.,Pending Customer,Payment Problem,2024-04-11,P4,Explained billing breakdown and clarified applicable charges.,
TKT-373668,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Pending Customer,Security Concern,2022-03-18,P1,Subscription status corrected and confirmation email sent to customer.,
TKT-307245,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Resolved,Security Concern,2024-06-16,P3,Security settings updated and customer notified of precautionary measures.,
TKT-315627,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Open,Performance Issue,2022-07-16,P2,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-239480,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Closed,Account Suspension,2023-01-22,P2,The issue was escalated to engineering and resolved in the latest patch.,
TKT-378621,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,In Progress,Bug Report,2022-03-30,P2,The issue was escalated to engineering and resolved in the latest patch.,
TKT-381149,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Pending Customer,Refund Request,2024-03-27,P2,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-237470,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Pending Customer,Feature Request,2024-12-23,P3,Bug logged internally and workaround shared with the customer.,
TKT-313698,[REDACTED_PERSON],The system is not syncing data across devices properly.,Open,Payment Problem,2024-06-16,P4,The issue was escalated to engineering and resolved in the latest patch.,
TKT-355350,[REDACTED_PERSON],The system is not syncing data across devices properly.,Resolved,Subscription Cancellation,2022-05-14,P2,Bug logged internally and workaround shared with the customer.,
TKT-383788,[REDACTED_PERSON],The system is not syncing data across devices properly.,Pending Customer,Bug Report,2022-09-15,P1,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-340994,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Open,Bug Report,2023-04-14,P4,Security settings updated and customer notified of precautionary measures.,
TKT-393734,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,In Progress,Subscription Cancellation,2023-06-12,P3,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-340571,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Closed,Account Suspension,2024-01-07,P1,Security settings updated and customer notified of precautionary measures.,
TKT-270505,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Open,Account Suspension,2023-08-06,P3,Explained billing breakdown and clarified applicable charges.,
TKT-301936,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Pending Customer,Security Concern,2023-01-01,P1,Security settings updated and customer notified of precautionary measures.,
TKT-278058,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Resolved,Account Suspension,2023-02-15,P3,Data synchronization restored after backend service restart.,
TKT-301239,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Resolved,Feature Request,2022-04-01,P3,We have reset the account credentials and advised the customer to retry login.,
TKT-317569,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Pending Customer,Account Suspension,2022-03-25,P2,We have reset the account credentials and advised the customer to retry login.,
TKT-241269,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Resolved,Bug Report,2023-05-27,P1,Bug logged internally and workaround shared with the customer.,
TKT-251624,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Open,Account Suspension,2023-05-07,P1,Subscription status corrected and confirmation email sent to customer.,
TKT-321774,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Closed,Data Sync Issue,2023-06-06,P4,Bug logged internally and workaround shared with the customer.,
TKT-231070,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Closed,Feature Request,2023-10-30,P4,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-352849,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Pending Customer,Performance Issue,2022-06-14,P1,Explained billing breakdown and clarified applicable charges.,
TKT-365500,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Resolved,Refund Request,2024-02-17,P4,Data synchronization restored after backend service restart.,
TKT-334684,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Pending Customer,Account Suspension,2022-06-19,P4,Data synchronization restored after backend service restart.,
TKT-368490,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Pending Customer,Data Sync Issue,2023-12-27,P2,Explained billing breakdown and clarified applicable charges.,
